filterId,filterName,optionName,optionId,ID,synonyms
DESTINATIONS,Destination,Vasilias,'001674',769,vasilias|vasilias beach
DESTINATIONS,Destination,Thassos,'000947',770,thassos|thasos|thassos island|thasos island
DESTINATIONS,Destination,Golden Beach,'001301',771,"golden beach (thassos)|golden beach thassos|golden beach, thassos"
DESTINATIONS,Destination,Limenaria,'001700',772,limenaria|limenaria thassos
DESTINATIONS,Destination,Potos,'001701',773,potos|potos thassos
DESTINATIONS,Destination,Skala Potamias,'001302',774,skala potamias|scala potamias|skala potamia|skala potamias thassos
DESTINATIONS,Destination,Skala Rahoni,'001306',775,skala rahoni|scala rahoni|skala rachoni|skala rahoni thassos
DESTINATIONS,Destination,Thassos Town,'000949',776,thassos town|thasos town|limenas|thassos (limenas)|thasos (limenas)
DESTINATIONS,Destination,Trypiti,'005946',777,trypiti|trypiti thassos
DESTINATIONS,Destination,Samos,'000935',778,samos|samos island
DESTINATIONS,Destination,Kambos,'001661',779,kambos (samos)|kambos samos|kampos (samos)|kampos samos
DESTINATIONS,Destination,Karlovasi,L50314,780,karlovasi|karlovassi|karlovasi samos|karlovassi samos
DESTINATIONS,Destination,Kokkari,'000936',781,kokkari|kokkari samos
DESTINATIONS,Destination,Mykali,'006526',782,mykali|mykali beach|mykali samos
DESTINATIONS,Destination,Pythagorion,'000937',783,pythagorion|pythagorio|pythagorion samos|pythagorio samos
DESTINATIONS,Destination,Samos Town,'000938',784,samos town|vathi|vathy|samos (vathi)|samos (vathy)
DESTINATIONS,Destination,Skopelos,'000134',785,skopelos|skopelos island
DESTINATIONS,Destination,Skopelos Town,'000136',786,skopelos town|skopelos town centre|skopelos port town|chora skopelos|skopelos chora
DESTINATIONS,Destination,Alonissos,'002171',788,alonissos|alonnisos|alonissos island|alonnisos island
DESTINATIONS,Destination,Marpunta,L50244,789,marpunta|marpounta|marpunta alonissos|marpounta alonissos
DESTINATIONS,Destination,Patitiri,'002172',790,patitiri|patitiri alonissos
DESTINATIONS,Destination,Parga,'000915',791,parga|parga greece
DESTINATIONS,Destination,Kastrosikia,L63622,792,kastrosikia|kastrosykia
DESTINATIONS,Destination,Parga Town,'000916',793,parga town|parga town centre|parga centre
DESTINATIONS,Destination,Perdika,L56282,794,perdika (parga)|perdika parga|perdika thesprotia
DESTINATIONS,Destination,Sivota,L69102,795,sivota|syvota|sivota greece|syvota greece
DESTINATIONS,Destination,Lichnos,'002195',796,lichnos|lichnos beach|lichnos parga
DESTINATIONS,Destination,Patmos,L21005,798,patmos|patmos island
DESTINATIONS,Destination,Peloponnese,'002189',799,peloponnese|peloponnesus|peloponnese peninsula
DESTINATIONS,Destination,Messinia,'003211',800,messinia|messenia|messinia region|messenia region
DESTINATIONS,Destination,Costa Navarino,L45803,801,costa navarino|navarino costa|costa navarino resort
DESTINATIONS,Destination,Kalamata,L18509,802,kalamata|kalamata greece
DESTINATIONS,Destination,Kalo Nero,L45802,803,kalo nero|kalo nero greece|kalo nero beach
DESTINATIONS,Destination,Koroni,'003212',804,koroni|koroni messinia
DESTINATIONS,Destination,Kyparissia,L68823,805,kyparissia|kiparissia|kyparissia greece
DESTINATIONS,Destination,Petalidi,'002192',806,petalidi|petalidi messinia
DESTINATIONS,Destination,Kitries,'003240',807,kitries|kitries messinia
DESTINATIONS,Destination,Piraeus (for Athens),'000666',808,piraeus|piraeus port|port of piraeus|piraeus (athens)|athens port (piraeus)
DESTINATIONS,Destination,Preveza,L69422,809,preveza|preveza greece|preveza town
DESTINATIONS,Destination,South Aegean Islands,L24960,810,south aegean islands|southern aegean islands|south aegean
DESTINATIONS,Destination,Kos,'000899',811,kos|kos island|kos greece
DESTINATIONS,Destination,Agios Fokas,'006246',812,agios fokas|agios fokas kos|agios fokas beach
DESTINATIONS,Destination,Helona Beach,'007426',813,helona beach|helona beach kos
DESTINATIONS,Destination,Kardamena,'000905',814,kardamena|kardamena kos
DESTINATIONS,Destination,Kefalos,'000906',815,kefalos|kefalos kos
DESTINATIONS,Destination,Kos Beach,L68025,816,kos beach|kos beach area|kos beachfront
DESTINATIONS,Destination,Kos Town,'000907',817,kos town|kos town centre|kos city
DESTINATIONS,Destination,Lambi,'006346',818,lambi|lambi kos|lambi beach
DESTINATIONS,Destination,Marmari,'001495',819,marmari|marmari kos
DESTINATIONS,Destination,Mastichari,'001015',820,mastichari|mastichari kos
DESTINATIONS,Destination,Psalidi,'000908',821,psalidi|psalidi kos
DESTINATIONS,Destination,Tingaki,'000909',822,tingaki|tigaki|tingaki kos|tigaki kos
DESTINATIONS,Destination,Rhodes,'000923',823,rhodes|rhodes island|rhodes greece
DESTINATIONS,Destination,Afandou,'001021',824,afandou|afantou|afandou rhodes|afantou rhodes
DESTINATIONS,Destination,Archangelos,L70503,825,archangelos|archangelos rhodes
DESTINATIONS,Destination,Faliraki,'000924',826,faliraki|faliraki rhodes
DESTINATIONS,Destination,Fanes,L63553,827,fanes|fanes rhodes
DESTINATIONS,Destination,Gennadi,'000925',828,gennadi|genadi|gennadi rhodes|genadi rhodes
DESTINATIONS,Destination,Ialyssos,'004451',829,ialyssos|ialysos|ialyssos rhodes|ialysos rhodes
DESTINATIONS,Destination,Ixia,'000926',830,ixia|ixia rhodes
DESTINATIONS,Destination,Ixia/Rhodes Town,L56522,831,ixia / rhodes town|ixia and rhodes town|ixia to rhodes town area|ixia rhodes town
DESTINATIONS,Destination,Kalathos,'001020',832,kalathos|kalathos rhodes
DESTINATIONS,Destination,Kalithea (Rhodes),'000927',833,kalithea rhodes|kallithea rhodes|kalithea (rhodes)|kallithea (rhodes)
DESTINATIONS,Destination,Kiotari,'001019',834,kiotari|kiotari rhodes
DESTINATIONS,Destination,Kolymbia,'000928',835,kolymbia|kolymbia rhodes
DESTINATIONS,Destination,Koskinou,'002149',836,koskinou|koskinou rhodes
DESTINATIONS,Destination,Kremasti,'002202',837,kremasti|kremasti rhodes
DESTINATIONS,Destination,Lachania,'008826',838,lachania|lachania rhodes
DESTINATIONS,Destination,Lardos,'000929',839,lardos|lardos rhodes
DESTINATIONS,Destination,Lindos,'000930',840,lindos|lindos rhodes
DESTINATIONS,Destination,Lindos/Kiotari,L56523,841,lindos / kiotari|lindos and kiotari|lindos kiotari area
DESTINATIONS,Destination,Pastida,'002144',842,pastida|pastida rhodes
DESTINATIONS,Destination,Pefkos,'001284',843,pefkos|pefkos rhodes|pefki rhodes|pefkos (lindos area)
DESTINATIONS,Destination,Plimmiri,'008586',844,plimmiri|plimiri|plimmiri rhodes|plimiri rhodes
DESTINATIONS,Destination,Rhodes Town,'000931',845,rhodes town|rhodes town centre|rhodes city
DESTINATIONS,Destination,Tholos,'000932',846,tholos rhodes|theologos|theologos rhodes|tholos (theologos)
DESTINATIONS,Destination,Trianda,'000933',847,trianda|trianda rhodes|ialyssos (trianda)
DESTINATIONS,Destination,Mykonos,'002165',848,mykonos|mykonos island
DESTINATIONS,Destination,Agios Ioannis,'002725',849,agios ioannis mykonos|agios ioannis (mykonos)|agios ioannis beach mykonos
DESTINATIONS,Destination,Agios Stefanos,'006866',850,agios stefanos mykonos|agios stefanos (mykonos)|agios stefanos beach mykonos
DESTINATIONS,Destination,Ano Mera,L68510,851,ano mera|ano mera mykonos|ano meras
DESTINATIONS,Destination,Elia,L65344,852,elia mykonos|elia beach mykonos|elia (mykonos)
DESTINATIONS,Destination,Ftelia,L46044,853,ftelia|ftelia mykonos|ftelia beach
DESTINATIONS,Destination,Kalafatis,L68487,854,kalafatis|kalafatis mykonos|kalafatis beach
DESTINATIONS,Destination,Kalo Livadi,'006547',855,kalo livadi|kalo livadi mykonos|kalo livadi beach
DESTINATIONS,Destination,Mykonos Town,'002166',856,mykonos town|chora mykonos|mykonos chora|mykonos town centre
DESTINATIONS,Destination,Ornos,'002167',857,ornos|ornos mykonos|ornos beach
DESTINATIONS,Destination,Panormos,L63547,858,panormos mykonos|panormos beach mykonos|panormos (mykonos)
DESTINATIONS,Destination,Plati Yialos,'002168',859,plati yialos|platis gialos|plati gialos|platis yialos|platis gialos mykonos
DESTINATIONS,Destination,Psarou,'006549',860,psarou|psarou mykonos|psarou beach
DESTINATIONS,Destination,Tourlos,L39242,861,tourlos|tourlos mykonos
DESTINATIONS,Destination,Santorini,'000939',862,santorini|santorini island
DESTINATIONS,Destination,Akrotiri,'006117',863,akrotiri santorini|akrotiri (santorini)
DESTINATIONS,Destination,Emporio,L68462,864,emporio santorini|emporio (santorini)|emporeio santorini
DESTINATIONS,Destination,Exomitis,L72102,865,exomitis|exomitis santorini
DESTINATIONS,Destination,Firostefani,'003225',866,firostefani|firostefani santorini
DESTINATIONS,Destination,Imerovigli,'002163',867,imerovigli|imerovigli santorini
DESTINATIONS,Destination,Ios Island,L52707,868,ios|ios island|ios greece
DESTINATIONS,Destination,Kamari,'000940',869,kamari|kamari santorini|kamari beach
DESTINATIONS,Destination,Karterados,L68508,870,karterados|karterados santorini
DESTINATIONS,Destination,Koloumpos,L68506,871,koloumpos|koloumbos|koloumpos santorini|koloumbos santorini
DESTINATIONS,Destination,Megalocori,'003750',872,megalochori|megalohori|megalochori santorini|megalocori santorini
DESTINATIONS,Destination,Messaria,'007590',873,messaria|mesaria|messaria santorini|mesaria santorini
DESTINATIONS,Destination,Monolithos,'004449',874,monolithos santorini|monolithos (santorini)|monolithos beach santorini
DESTINATIONS,Destination,Oia,'003226',875,oia|oia santorini|ia santorini
DESTINATIONS,Destination,Perissa,'001294',876,perissa|perissa santorini|perissa beach
DESTINATIONS,Destination,Perivolos,'002164',877,perivolos|perivolos santorini|perivolos beach
DESTINATIONS,Destination,Pyrgos,'002892',878,pyrgos santorini|pyrgos (santorini)|pyrgos kallistis
DESTINATIONS,Destination,Thira,'004448',879,thira|thera|fira|fira (thira)
DESTINATIONS,Destination,Vlychada,L62842,880,vlychada|vlichada|vlychada santorini|vlichada santorini
DESTINATIONS,Destination,Vourvoulos,L68465,881,vourvoulos|vourvoulos santorini
DESTINATIONS,Destination,Paros,'000917',882,paros|paros island|paros greece
DESTINATIONS,Destination,Thessaloniki,'001522',883,thessaloniki|salonika|thessaloniki city
DESTINATIONS,Destination,Hungary,HUN,884,hungary
DESTINATIONS,Destination,Budapest,'000618',885,budapest|budapest city
DESTINATIONS,Destination,Esztergom,L53306,886,esztergom
DESTINATIONS,Destination,Kalocsa,L53305,887,kalocsa
DESTINATIONS,Destination,Mohacs,L53304,888,mohacs|mohács
DESTINATIONS,Destination,Lake Balaton,L68982,889,lake balaton|balaton lake
DESTINATIONS,Destination,Balatonfüred,L68984,890,balatonfured|balatonfüred
DESTINATIONS,Destination,Siófok,L68983,891,siofok|siófok
DESTINATIONS,Destination,Iceland,ISL,892,iceland
DESTINATIONS,Destination,Reykjavik,'000622',893,reykjavik|reykjavík
DESTINATIONS,Destination,Ireland,IRL,894,ireland
DESTINATIONS,Destination,Italy,ITA,895,italy
DESTINATIONS,Destination,Ancona,L47110,896,ancona
DESTINATIONS,Destination,Assisi,'003293',897,assisi
DESTINATIONS,Destination,Bardonecchia,'001551',898,bardonecchia
DESTINATIONS,Destination,Bergamo,L65803,899,bergamo
DESTINATIONS,Destination,Bologna,'003454',900,bologna
DESTINATIONS,Destination,Brescia,L65804,901,brescia
DESTINATIONS,Destination,Calabria,'003413',902,calabria
DESTINATIONS,Destination,Capo Vaticano,'003416',903,capo vaticano|capo vaticano calabria
DESTINATIONS,Destination,Parghelia,'003679',904,parghelia
DESTINATIONS,Destination,Pizzo,'003415',905,pizzo|pizzo calabria|pizzo calabro
DESTINATIONS,Destination,Zambrone,L50983,906,zambrone|zambrone calabria
DESTINATIONS,Destination,Campania,L24958,907,"campania|campania region|campania, italy"
DESTINATIONS,Destination,Amalfi Coast,'006446',908,amalfi coast|amalfi coast italy|amalfi coastline|costiera amalfitana
DESTINATIONS,Destination,Amalfi,'000673',909,amalfi|amalfi town
DESTINATIONS,Destination,Maiori,'000677',910,maiori
DESTINATIONS,Destination,Minori,'000674',911,minori
DESTINATIONS,Destination,Positano,'001297',912,positano
DESTINATIONS,Destination,Ravello,'001485',913,ravello
DESTINATIONS,Destination,Scala,'002413',914,"scala (amalfi coast)|scala, italy"
DESTINATIONS,Destination,Praiano,'001298',915,praiano
DESTINATIONS,Destination,Vietri sul Mare,'004391',916,vietri sul mare|vietri
DESTINATIONS,Destination,Conca dei Marini,L49821,917,"conca dei marini|conca dei marini, italy"
DESTINATIONS,Destination,Castellammare di Stabia,L44181,918,castellammare di stabia|castellammare
DESTINATIONS,Destination,Ischia,'001125',919,ischia|ischia island|isle of ischia
DESTINATIONS,Destination,Naples,L48664,920,naples|napoli
DESTINATIONS,Destination,Sorrento Coast,L57282,921,sorrento coast|sorrento coast italy|coast of sorrento
DESTINATIONS,Destination,Sorrento,'000676',922,sorrento
DESTINATIONS,Destination,SantAgnello,'001907',923,sant'agnello|sant agnello|santa agnello
DESTINATIONS,Destination,Massa Lubrense,'001688',924,massa lubrense
DESTINATIONS,Destination,Piano di Sorrento,'004176',925,piano di sorrento
DESTINATIONS,Destination,Meta di Sorrento,'002688',926,meta di sorrento|meta (sorrento)
DESTINATIONS,Destination,Vico Equense,'006078',927,vico equense
DESTINATIONS,Destination,Seiano,L51424,928,seiano
DESTINATIONS,Destination,SantAgata,'002352',929,sant'agata|sant agata|sant'agata sui due golfi
DESTINATIONS,Destination,Sorrento/Amalfi Coast,L72043,930,sorrento and amalfi coast|sorrento/amalfi coast|amalfi & sorrento coast|sorrento amalfi coast
DESTINATIONS,Destination,Cava de Tirreni,L70304,931,cava de' tirreni|cava de tirreni|cava dei tirreni
DESTINATIONS,Destination,Cavalese,'001271',932,cavalese
DESTINATIONS,Destination,Cervinia,'000648',933,cervinia|breuil-cervinia|breuil cervinia
DESTINATIONS,Destination,Civitavecchia (for Rome),'000654',934,civitavecchia|civitavecchia port|civitavecchia (rome)
DESTINATIONS,Destination,Colfosco,L57828,935,colfosco
DESTINATIONS,Destination,Cortina dAmpezzo,'001632',936,cortina d'ampezzo|cortina|cortina ampezzo
DESTINATIONS,Destination,Corvara,L57827,937,corvara|corvara in badia
DESTINATIONS,Destination,Courmayeur,'000649',938,courmayeur
DESTINATIONS,Destination,Drei Zinnen,L54248,939,drei zinnen|three peaks|tre cime|tre cime di lavaredo
DESTINATIONS,Destination,Florence,'000653',940,florence|firenze
DESTINATIONS,Destination,Folgaria,'004191',941,folgaria
DESTINATIONS,Destination,Folgarida,'001473',942,folgarida
DESTINATIONS,Destination,Gressoney,'001460',943,gressoney|gressoney-la-trinité|gressoney saint jean|gressoney-saint-jean
DESTINATIONS,Destination,Italian Riviera,'001595',944,italian riviera|riviera italy|liguria riviera
DESTINATIONS,Destination,Genoa,'003438',945,genoa|genova
DESTINATIONS,Destination,Chiavari,L70042,946,chiavari
DESTINATIONS,Destination,Rapallo,'002877',947,rapallo
DESTINATIONS,Destination,Santa Margherita Ligure,L70495,948,santa margherita ligure|santa margherita|santa margherita liguria
DESTINATIONS,Destination,Sestri Levante,'003748',949,sestri levante
DESTINATIONS,Destination,Kronplatz,L35821,950,kronplatz|plan de corones
DESTINATIONS,Destination,La Spezia (For Florence & Pisa),'002699',951,la spezia|la spezia port|la spezia (for florence and pisa)
DESTINATIONS,Destination,La Thuile,'001366',952,la thuile
DESTINATIONS,Destination,Lake Como,'000657',953,lake como|como lake|lago di como
DESTINATIONS,Destination,Bellagio,'000658',954,bellagio|bellagio (lake como)
DESTINATIONS,Destination,Como,L66102,955,como|como town
DESTINATIONS,Destination,Lecco,L69862,956,lecco
DESTINATIONS,Destination,Menaggio,'001517',957,menaggio
DESTINATIONS,Destination,Tremezzo,'001331',958,tremezzo
DESTINATIONS,Destination,Lake Garda,'000659',959,lake garda|lago di garda|garda lake
DESTINATIONS,Destination,Bardolino,'000660',960,bardolino
DESTINATIONS,Destination,Desenzano,'001382',961,desenzano|desenzano del garda
DESTINATIONS,Destination,Garda,'001122',962,garda|garda town
DESTINATIONS,Destination,Castelnuovo (Gardaland),'005766',963,castelnuovo del garda|castelnuovo (gardaland)|castelnuovo gardaland
DESTINATIONS,Destination,Gardone Riviera,'001232',964,gardone riviera
DESTINATIONS,Destination,Lazise,'002783',965,lazise
DESTINATIONS,Destination,Limone,'000661',966,limone sul garda|limone (lake garda)
DESTINATIONS,Destination,Maderno,'002404',967,maderno|toscolano-maderno|toscolano maderno
DESTINATIONS,Destination,Malcesine,'000662',968,malcesine
DESTINATIONS,Destination,Peschiera,'003730',969,peschiera del garda|peschiera (lake garda)
DESTINATIONS,Destination,Riva,'000663',970,riva del garda|riva (lake garda)
DESTINATIONS,Destination,Salò,'001432',971,salo|salò
DESTINATIONS,Destination,Sirmione,'001332',972,sirmione
DESTINATIONS,Destination,Torbole,'001919',973,torbole|torbole sul garda|torbole (lake garda)
DESTINATIONS,Destination,Lake Levico,L66522,974,lake levico|levico lake|lago di levico
DESTINATIONS,Destination,Lake Maggiore,'000667',975,lake maggiore|lago maggiore|maggiore lake
DESTINATIONS,Destination,Stresa,'000670',976,stresa
DESTINATIONS,Destination,Arona,L64262,977,arona|arona (lake maggiore)
DESTINATIONS,Destination,Meina,'004118',978,meina|meina (lake maggiore)
DESTINATIONS,Destination,Pallanza,'000669',979,pallanza|pallanza (verbania)
DESTINATIONS,Destination,Lake Molveno,L60888,980,lake molveno|molveno lake|lago di molveno
DESTINATIONS,Destination,Molveno,'001918',981,molveno
DESTINATIONS,Destination,Lake Orta,L66784,982,lake orta|orta lake|lago d'orta
DESTINATIONS,Destination,Livigno,'000650',983,livigno
DESTINATIONS,Destination,Livorno (for Florence and Pisa),CMS095,984,livorno|livorno port|livorno (for florence and pisa)
DESTINATIONS,Destination,Madonna di Campiglio,'001456',985,madonna di campiglio
DESTINATIONS,Destination,Marina di Carrara (for Florence and Pisa),'005186',986,marina di carrara|marina di carrara port|marina di carrara (for florence and pisa)
DESTINATIONS,Destination,Milan,'001655',987,milan|milano
DESTINATIONS,Destination,Naples (for Pompeii & Capri),'001629',988,naples (for pompeii and capri)|naples for pompeii|naples for capri|napoli (for pompeii and capri)
DESTINATIONS,Destination,Ortisei,L23581,989,ortisei|st ulrich|st. ulrich|urtijëi
DESTINATIONS,Destination,Passo Tonale,'001470',990,passo tonale|tonale pass
DESTINATIONS,Destination,Perugia,'003295',991,perugia
DESTINATIONS,Destination,Pila,'002482',992,pila (aosta valley)|pila ski resort
DESTINATIONS,Destination,Pinzolo,L65003,993,pinzolo
DESTINATIONS,Destination,Piombino (for Siena and Pisa),L44068,994,piombino|piombino port|piombino (for siena and pisa)
DESTINATIONS,Destination,Puglia,'002891',995,puglia|apulia|puglia region|apulia region
DESTINATIONS,Destination,Bari,L34766,996,bari
DESTINATIONS,Destination,Brindisi,'002868',997,brindisi
DESTINATIONS,Destination,Carovigno,L50315,998,carovigno
DESTINATIONS,Destination,Castelleneta Marina,L64305,999,castelleneta marina|castellaneta marina
DESTINATIONS,Destination,Gallipoli,L46904,1000,gallipoli (puglia)|gallipoli italy
DESTINATIONS,Destination,Lecce,'003248',1001,lecce
DESTINATIONS,Destination,Margherita di Savoia,L71983,1002,margherita di savoia
DESTINATIONS,Destination,Marina di Ugento,'008927',1003,marina di ugento
DESTINATIONS,Destination,Monopoli,'003249',1004,monopoli
DESTINATIONS,Destination,Ostuni,'003250',1005,ostuni
DESTINATIONS,Destination,Otranto,'003419',1006,otranto
DESTINATIONS,Destination,Polignano a Mare,L62244,1007,polignano a mare|polignano al mare
DESTINATIONS,Destination,Santa Maria Al Bagno,L46903,1008,santa maria al bagno
DESTINATIONS,Destination,Santa Maria di Leuca,L46901,1009,santa maria di leuca|leuca
DESTINATIONS,Destination,Selva di Fasano,'003579',1010,selva di fasano
DESTINATIONS,Destination,Vernole,L46883,1011,vernole
DESTINATIONS,Destination,Ravenna (For Bologna),L55163,1012,ravenna|ravenna (for bologna)
DESTINATIONS,Destination,Rimini,'001128',1013,rimini
DESTINATIONS,Destination,Rome,L47461,1014,rome|roma
DESTINATIONS,Destination,Salerno (for Pompeii and Amalfi Coast),'004390',1015,salerno|salerno (for pompeii and amalfi coast)|salerno for amalfi coast|salerno for pompeii
DESTINATIONS,Destination,San Martino di Castrozza,L61802,1016,san martino di castrozza|san martino castrozza
DESTINATIONS,Destination,Sanremo,'005741',1017,sanremo|san remo
DESTINATIONS,Destination,Sansicario,'003974',1018,sansicario
DESTINATIONS,Destination,Santa Cristina Val Gardena,'002412',1019,santa cristina val gardena|santa cristina|santa cristina in val gardena
DESTINATIONS,Destination,Sardinia,'000678',1020,sardinia|sardegna|sardinia island
DESTINATIONS,Destination,Alghero Area,L44162,1021,alghero area|alghero region|around alghero
DESTINATIONS,Destination,Alghero,'000679',1022,alghero
DESTINATIONS,Destination,Porto Torres,L47107,1023,porto torres
DESTINATIONS,Destination,Olbia Area,L44161,1024,olbia area|olbia region|around olbia
DESTINATIONS,Destination,Baia Sardinia,'003253',1025,baia sardinia|baja sardinia
DESTINATIONS,Destination,Budoni,'006082',1026,budoni
DESTINATIONS,Destination,Cannigione,'003256',1027,cannigione
DESTINATIONS,Destination,Golfo Aranci,L63762,1028,golfo aranci
DESTINATIONS,Destination,Matta e Peru,L46322,1029,
DESTINATIONS,Destination,Olbia,'002844',1030,olbia
DESTINATIONS,Destination,Orosei,L71184,1031,orosei
DESTINATIONS,Destination,Palau,'003432',1032,palau (sardinia)|palau italy
DESTINATIONS,Destination,Porto Cervo,'002875',1033,porto cervo
DESTINATIONS,Destination,Porto Rotondo,'006085',1034,porto rotondo
DESTINATIONS,Destination,San Pantaleo,'003260',1035,san pantaleo|san pantaleo (sardinia)
DESTINATIONS,Destination,San Teodoro,L46307,1036,san teodoro|san teodoro (sardinia)
DESTINATIONS,Destination,Sant Antonio Di Gallura,'005786',1037,sant'antonio di gallura|sant antonio di gallura|sant'antonio gallura
DESTINATIONS,Destination,Santa Teresa Gallura,'006091',1038,santa teresa gallura|santa teresa di gallura|santa teresa gallura sardinia
DESTINATIONS,Destination,Cagliari Area,L63023,1039,cagliari area|cagliari region|around cagliari
DESTINATIONS,Destination,Arbatax,'003251',1040,arbatax
DESTINATIONS,Destination,Cagliari,'003683',1041,cagliari
DESTINATIONS,Destination,Chia,'003582',1042,chia (sardinia)|chia beach sardinia
DESTINATIONS,Destination,Santa Margherita di Pula,'003261',1043,santa margherita di pula
DESTINATIONS,Destination,Villasimius,'003262',1044,villasimius
DESTINATIONS,Destination,Pula (Sardinia),'003797',1045,"pula (sardinia)|pula sardinia|pula, italy (sardinia)"
DESTINATIONS,Destination,Sauze dOulx,'000651',1046,sauze d'oulx|sauze doulx|sauze
DESTINATIONS,Destination,Savona (for Genoa and Turin),L47103,1047,savona|savona port|savona (for genoa and turin)
DESTINATIONS,Destination,Selva Val Gardena,'001431',1048,selva val gardena|selva di val gardena|wolkenstein in gröden|wolkenstein
DESTINATIONS,Destination,Sestriere,'001461',1049,sestriere
DESTINATIONS,Destination,Sicily,'000681',1050,sicily|sicilia|sicily island
DESTINATIONS,Destination,Acireale,'006093',1051,acireale
DESTINATIONS,Destination,Alcamo,'006094',1052,alcamo
DESTINATIONS,Destination,Avola,L59822,1053,avola
DESTINATIONS,Destination,Brucoli,'006095',1054,brucoli
DESTINATIONS,Destination,Campofelice di Roccella,'007806',1055,campofelice di roccella
DESTINATIONS,Destination,Castellammare del Golfo,'003263',1056,castellammare del golfo
DESTINATIONS,Destination,Castelmola,'003766',1057,"castelmola, sicily|castelmola italy"
DESTINATIONS,Destination,Catania,'006099',1058,"catania|catania, sicily|catania italy"
DESTINATIONS,Destination,Catania (for Mount Etna & Taormina),L70997,1059,catania for mount etna|catania for etna|catania for taormina|catania (etna and taormina)
DESTINATIONS,Destination,Cefalu,'002681',1060,"cefalu|cefalù|cefalu, sicily|cefalù, sicily"
DESTINATIONS,Destination,Citta Del Mare,L68022,1061,citta del mare|città del mare
DESTINATIONS,Destination,East Coast,L71303,1062,east coast|east coast of sicily|sicily east coast
DESTINATIONS,Destination,Forza DAgro,'002714',1063,forza d'agro|forza d’agro|forza d agro
DESTINATIONS,Destination,Gaggi,L61028,1064,gaggi|gaggi sicily
DESTINATIONS,Destination,Giardini Naxos,'000682',1065,giardini naxos|giardini-naxos|giardini naxos sicily
DESTINATIONS,Destination,Giarre,L62223,1066,giarre|giarre sicily
DESTINATIONS,Destination,Letojanni,'000683',1067,letojanni|letojanni sicily
DESTINATIONS,Destination,Marina di Ragusa,'006102',1068,marina di ragusa|marina di ragusa sicily
DESTINATIONS,Destination,Mazara del Vallo,'004141',1069,mazara del vallo|mazara del vallo sicily
DESTINATIONS,Destination,Mazzeo,L71373,1070,mazzeo|mazzeo sicily
DESTINATIONS,Destination,Messina (for Mount Etna),'002627',1071,messina for mount etna|messina for etna|messina (mount etna)
DESTINATIONS,Destination,Modica,'006104',1072,modica|modica sicily
DESTINATIONS,Destination,North Coast,L71302,1073,north coast|north coast of sicily|sicily north coast
DESTINATIONS,Destination,Noto,'003467',1074,noto|noto sicily
DESTINATIONS,Destination,Palermo,'002691',1075,palermo|palermo sicily|palermo italy
DESTINATIONS,Destination,Pozzallo,L56062,1076,pozzallo|pozzallo sicily
DESTINATIONS,Destination,Sampieri,L69502,1077,sampieri|sampieri sicily
DESTINATIONS,Destination,Santa Venerina,'004380',1078,santa venerina|santa venerina sicily
DESTINATIONS,Destination,Siracusa,'003270',1079,siracusa|syracuse (sicily)|siracusa sicily
DESTINATIONS,Destination,Taormina,'000686',1080,taormina|taormina sicily
DESTINATIONS,Destination,Taormina Mare,'002710',1081,taormina mare|taormina sea front|taormina seaside
DESTINATIONS,Destination,Trapani,'003588',1082,trapani|trapani sicily
DESTINATIONS,Destination,Villafranca Tirrena,'006110',1083,villafranca tirrena|villafranca tirrena sicily
DESTINATIONS,Destination,Trieste,'002635',1084,trieste|trieste italy
DESTINATIONS,Destination,Turin,'003455',1085,turin|turin italy|torino
DESTINATIONS,Destination,Tuscany,'002230',1086,tuscany|toscana|tuscany region
DESTINATIONS,Destination,Arezzo,'003013',1087,arezzo|arezzo italy
DESTINATIONS,Destination,Lido di Camaiore,'000690',1088,lido di camaiore|lido di camaiore italy
DESTINATIONS,Destination,Marina di Pietrasanta,'002716',1089,marina di pietrasanta|marina di pietrasanta italy
DESTINATIONS,Destination,Pisa,'003597',1090,pisa|pisa italy
DESTINATIONS,Destination,Tirrenia,'003780',1091,tirrenia|tirrenia italy
DESTINATIONS,Destination,Viareggio,'000693',1092,viareggio|viareggio italy
DESTINATIONS,Destination,Siena,'001586',1093,siena|siena italy
DESTINATIONS,Destination,Val di Fassa,'002410',1094,val di fassa|fassa valley
DESTINATIONS,Destination,Venetian Riviera,'000695',1095,venetian riviera|veneto riviera|venice riviera
DESTINATIONS,Destination,Lido di Jesolo,'000696',1096,lido di jesolo|jesolo lido|lido di jesolo italy
DESTINATIONS,Destination,Venice,'000655',1097,venice|venezia|venice italy
DESTINATIONS,Destination,Verona,'000656',1098,verona|verona italy
DESTINATIONS,Destination,Jersey,JEY,1099,jersey|jersey channel islands|island of jersey
DESTINATIONS,Destination,Lapland,'002179',1100,lapland|finnish lapland
DESTINATIONS,Destination,Arctic Lakeland,L69802,1101,arctic lakeland
DESTINATIONS,Destination,Hetta,L44721,1102,hetta|hetta finland
DESTINATIONS,Destination,Iso-Syöte,'003883',1103,iso-syote|iso-syöte
DESTINATIONS,Destination,Kuusamo,L49301,1104,kuusamo|kuusamo finland
DESTINATIONS,Destination,Levi,'002181',1105,levi|levi finland|levi lapland
DESTINATIONS,Destination,Luosto,'008306',1106,luosto|luosto finland
DESTINATIONS,Destination,Pallas,'004422',1107,pallas|pallas finland|pallas lapland
DESTINATIONS,Destination,Pyhä,'003884',1108,pyha|pyhä|pyhä finland
