﻿filterId,filterName,optionName,optionId,ID
DESTINATIONS,Destination,Vars,'001478',551
DESTINATIONS,Destination,Vaujany,L65582,552
DESTINATIONS,Destination,Villefranche (for Monaco and Nice),'002697',553
DESTINATIONS,Destination,Germany,DEU,554
DESTINATIONS,Destination,Aschaffenburg,L58064,555
DESTINATIONS,Destination,Bamberg,L53262,556
DESTINATIONS,Destination,Berlin,'000898',557
DESTINATIONS,Destination,Bernkastel-Kues,L53327,558
DESTINATIONS,Destination,Bonn,L53266,559
DESTINATIONS,Destination,Boppard,L53195,560
DESTINATIONS,Destination,Breisach,L53196,561
DESTINATIONS,Destination,Cochem,L53187,562
DESTINATIONS,Destination,Cologne,'002920',563
DESTINATIONS,Destination,Dusseldorf,'001656',564
DESTINATIONS,Destination,Frankfurt,'003821',565
DESTINATIONS,Destination,Hamburg,'003448',566
DESTINATIONS,Destination,Kehl (for Strasbourg),L53191,567
DESTINATIONS,Destination,Kelheim,L53322,568
DESTINATIONS,Destination,Koblenz,L53183,569
DESTINATIONS,Destination,Mainz,L53269,570
DESTINATIONS,Destination,Mannheim,L53189,571
DESTINATIONS,Destination,Marktbreit,L53331,572
DESTINATIONS,Destination,Miltenberg,L53330,573
DESTINATIONS,Destination,Munich,'001127',574
DESTINATIONS,Destination,Nuremberg,L53334,575
DESTINATIONS,Destination,Passau,'004124',576
DESTINATIONS,Destination,Regensburg,L53342,577
DESTINATIONS,Destination,Rudesheim,L53194,578
DESTINATIONS,Destination,Speyer,L53337,579
DESTINATIONS,Destination,Stuttgart,'004129',580
DESTINATIONS,Destination,Trier,L53323,581
DESTINATIONS,Destination,Wertheim,L53333,582
DESTINATIONS,Destination,Worms,L61962,583
DESTINATIONS,Destination,Wurzburg,'004130',584
DESTINATIONS,Destination,Gibraltar,GIB,585
DESTINATIONS,Destination,Greece,GRC,587
DESTINATIONS,Destination,Athens,L52884,588
DESTINATIONS,Destination,Crete,'000800',589
DESTINATIONS,Destination,Chania area,L25003,590
DESTINATIONS,Destination,Aghia Marina,'002549',591
DESTINATIONS,Destination,Agioi Apostoloi,L48164,592
DESTINATIONS,Destination,Almyrida,'003184',593
DESTINATIONS,Destination,Chania,'000804',594
DESTINATIONS,Destination,Georgioupolis,'002510',595
DESTINATIONS,Destination,Gerani,'002726',596
DESTINATIONS,Destination,Kalyves,'002509',597
DESTINATIONS,Destination,Kato Daratso,'008806',598
DESTINATIONS,Destination,Kissamos,'007606',599
DESTINATIONS,Destination,Kolymbari,'002675',600
DESTINATIONS,Destination,Maleme,'000822',601
DESTINATIONS,Destination,Nea Kydonia,'004284',602
DESTINATIONS,Destination,Platanias,'001373',603
DESTINATIONS,Destination,Souda (for Chania),L51442,604
DESTINATIONS,Destination,Stalos,'004477',605
DESTINATIONS,Destination,Tavronitis,L50343,606
DESTINATIONS,Destination,Heraklion area,L25004,607
DESTINATIONS,Destination,Aghia Pelagia,'001487',608
DESTINATIONS,Destination,Aghios Nikolaos,'000801',609
DESTINATIONS,Destination,Agia Varvara,L57942,610
DESTINATIONS,Destination,Agkisaras,L49322,611
DESTINATIONS,Destination,Amoudara,'000802',612
DESTINATIONS,Destination,Analipsi,'001308',613
DESTINATIONS,Destination,Anissaras,'001912',614
DESTINATIONS,Destination,Bali,'002156',615
DESTINATIONS,Destination,Elounda,'000807',616
DESTINATIONS,Destination,Fodele,'001640',617
DESTINATIONS,Destination,Gournes,'004414',618
DESTINATIONS,Destination,Gouves,'000809',619
DESTINATIONS,Destination,Heraklion,'001636',620
DESTINATIONS,Destination,Hersonissos,'000811',621
DESTINATIONS,Destination,Ierapetra,'002353',622
DESTINATIONS,Destination,Istron And Kalo Chorio,'001291',623
DESTINATIONS,Destination,Kamilari,'003188',624
DESTINATIONS,Destination,Kokkini Hani,'000817',625
DESTINATIONS,Destination,Koutouloufari,'002323',626
DESTINATIONS,Destination,Lyttos Beach,'004283',627
DESTINATIONS,Destination,Malia,'000825',628
DESTINATIONS,Destination,Milatos,'002550',629
DESTINATIONS,Destination,Piskopiano Village,'002306',630
DESTINATIONS,Destination,Prina,'003680',631
DESTINATIONS,Destination,Sissi,'001292',632
DESTINATIONS,Destination,Stalis,'000830',633
DESTINATIONS,Destination,Lameriana,L68824,634
DESTINATIONS,Destination,Matala,L71423,635
DESTINATIONS,Destination,Rethymnon area,L25007,636
DESTINATIONS,Destination,Panormo,'004909',637
DESTINATIONS,Destination,Platanes,L49321,638
DESTINATIONS,Destination,Rethymnon,'000827',639
DESTINATIONS,Destination,Sfakaki,L46521,640
DESTINATIONS,Destination,Skaletta,'002146',641
DESTINATIONS,Destination,Halkidiki,'000840',642
DESTINATIONS,Destination,Afitos,'000843',643
DESTINATIONS,Destination,Gerakini,'000844',644
DESTINATIONS,Destination,Hanioti,'000845',645
DESTINATIONS,Destination,Kalithea,'000848',646
DESTINATIONS,Destination,Kalives,L36981,647
DESTINATIONS,Destination,Kassandra,'001304',648
DESTINATIONS,Destination,Kriopigi,'000850',649
DESTINATIONS,Destination,Metamorfosi,L68504,650
DESTINATIONS,Destination,Nea Moudania,'002912',651
DESTINATIONS,Destination,Nea Potidea,'001534',652
DESTINATIONS,Destination,Nea Skioni,L65125,653
DESTINATIONS,Destination,Neos Marmaras,'000854',654
DESTINATIONS,Destination,Nikiti,'004435',655
DESTINATIONS,Destination,Ouranoupolis,'000855',656
DESTINATIONS,Destination,Paliouri,'000151',657
DESTINATIONS,Destination,Pefkohori,'000856',658
DESTINATIONS,Destination,Polichrono,'001413',659
DESTINATIONS,Destination,Possidi,'002310',660
DESTINATIONS,Destination,Psakoudia,L49862,661
DESTINATIONS,Destination,Sani,'001501',662
DESTINATIONS,Destination,Vatopedi,L65262,663
DESTINATIONS,Destination,Ionian Islands,L24962,664
DESTINATIONS,Destination,Corfu,'000691',665
DESTINATIONS,Destination,Acharavi,'000694',666
DESTINATIONS,Destination,Aghios Georgios North,'000704',667
DESTINATIONS,Destination,Aghios Georgios South,'001350',668
DESTINATIONS,Destination,Aghios Gordios,'000707',669
DESTINATIONS,Destination,Aghios Ioannis (Corfu),'000706',670
DESTINATIONS,Destination,Agios Ioannis Peristeron,'007427',671
DESTINATIONS,Destination,Alykes Potamos,'000709',672
DESTINATIONS,Destination,Arilas,'000710',673
DESTINATIONS,Destination,Barbati,'000712',674
DESTINATIONS,Destination,Benitses,'000715',675
DESTINATIONS,Destination,Boukari,L60503,676
DESTINATIONS,Destination,Corfu Town,'000718',677
DESTINATIONS,Destination,Dassia,'000720',678
DESTINATIONS,Destination,Ermones,'001101',679
DESTINATIONS,Destination,Glyfada,'000731',680
DESTINATIONS,Destination,Gouvia,'000734',681
DESTINATIONS,Destination,Ipsos,'000736',682
DESTINATIONS,Destination,Kanoni,CL0050,683
DESTINATIONS,Destination,Kassiopi,'000758',684
DESTINATIONS,Destination,Kavos,'000750',685
DESTINATIONS,Destination,Kommeno Bay,'002578',686
DESTINATIONS,Destination,Kontokali,'000754',687
DESTINATIONS,Destination,Lefkimi,L45221,688
DESTINATIONS,Destination,Liapades,L63722,689
DESTINATIONS,Destination,Messonghi,'000761',690
DESTINATIONS,Destination,Moraitika,'001094',691
DESTINATIONS,Destination,Nissaki,'000764',692
DESTINATIONS,Destination,Paleokastritsa,'000780',693
DESTINATIONS,Destination,Pelekas Beach,'001651',694
DESTINATIONS,Destination,Perama,'001119',695
DESTINATIONS,Destination,Peroulades,L65010,696
DESTINATIONS,Destination,Psarras,'002915',697
DESTINATIONS,Destination,Pyrgi,'001999',698
DESTINATIONS,Destination,Roda,'000785',699
DESTINATIONS,Destination,San Stefanos,'000788',700
DESTINATIONS,Destination,Sidari,'000794',701
DESTINATIONS,Destination,St Spyridon,'002603',702
DESTINATIONS,Destination,Velonades,L68503,703
DESTINATIONS,Destination,Zante,'000952',704
DESTINATIONS,Destination,Aghios Sostis,'002137',705
DESTINATIONS,Destination,Agios Dimitrios,'003166',706
DESTINATIONS,Destination,Alykanas,'001560',707
DESTINATIONS,Destination,Alykes,'000953',708
DESTINATIONS,Destination,Amoudi,'002305',709
DESTINATIONS,Destination,Argassi,'000957',710
DESTINATIONS,Destination,Bochali,L67746,711
DESTINATIONS,Destination,Drosia,L59862,712
DESTINATIONS,Destination,Kalamaki,'000959',713
DESTINATIONS,Destination,Keri,L71762,714
DESTINATIONS,Destination,Kypseli,'004316',715
DESTINATIONS,Destination,Laganas,'000126',716
DESTINATIONS,Destination,Limni Keriou,'004351',717
DESTINATIONS,Destination,Tragaki,'001570',718
DESTINATIONS,Destination,Tsilivi,'000962',719
DESTINATIONS,Destination,Vassilikos,'001488',720
DESTINATIONS,Destination,Zakynthos Town,'000965',721
DESTINATIONS,Destination,Kefalonia,'000864',722
DESTINATIONS,Destination,Agia Efimia,'001961',723
DESTINATIONS,Destination,Argostoli,'000867',724
DESTINATIONS,Destination,Fiskardo,'002922',725
DESTINATIONS,Destination,Karavados,'001644',726
DESTINATIONS,Destination,Karavomilos,'008166',727
DESTINATIONS,Destination,Katelios,'001307',728
DESTINATIONS,Destination,Lakithra,'002055',729
DESTINATIONS,Destination,Lassi,'000875',730
DESTINATIONS,Destination,Lixouri,'000877',731
DESTINATIONS,Destination,Lourdas,'002056',732
DESTINATIONS,Destination,Moussata,L66503,733
DESTINATIONS,Destination,Peratata,L60164,734
DESTINATIONS,Destination,Poros,'000879',735
DESTINATIONS,Destination,Ratzakli,'003177',736
DESTINATIONS,Destination,Sami,'001380',737
DESTINATIONS,Destination,Skala,'000881',738
DESTINATIONS,Destination,Spartia,'002346',739
DESTINATIONS,Destination,Svoronata,'001169',740
DESTINATIONS,Destination,Trapezaki,'002598',741
DESTINATIONS,Destination,Beach,L67964,742
DESTINATIONS,Destination,Lefkas,'000910',743
DESTINATIONS,Destination,Aghios Ioannis,'002516',744
DESTINATIONS,Destination,Lazarata,'004382',745
DESTINATIONS,Destination,Lygia,'002198',746
DESTINATIONS,Destination,Nidri,'000911',747
DESTINATIONS,Destination,Nikiana,'001554',748
DESTINATIONS,Destination,Spanochori,L58682,749
DESTINATIONS,Destination,Tsoukalades,L67862,750
DESTINATIONS,Destination,Paxos,'002173',751
DESTINATIONS,Destination,Loggos,'002508',752
DESTINATIONS,Destination,Magazia,'003208',753
DESTINATIONS,Destination,Gaios,'002174',754
DESTINATIONS,Destination,Katakolon (for Olympia),'002637',755
DESTINATIONS,Destination,Naxos,'001481',756
DESTINATIONS,Destination,North Aegean Islands,L24965,757
DESTINATIONS,Destination,Skiathos,'000941',758
DESTINATIONS,Destination,Achladies Bay,'002251',759
DESTINATIONS,Destination,Aghia Paraskevi,'001354',760
DESTINATIONS,Destination,Aselinos,L68303,761
DESTINATIONS,Destination,Kanapitsa,'000942',762
DESTINATIONS,Destination,Kolios Beach,'001938',763
DESTINATIONS,Destination,Koukounaries,'001351',764
DESTINATIONS,Destination,Megali Ammos,'001317',765
DESTINATIONS,Destination,Punta,L49861,766
DESTINATIONS,Destination,Skiathos Town,'000945',767
DESTINATIONS,Destination,Troulos,'000946',768
DESTINATIONS,Destination,Vasilias,'001674',769
DESTINATIONS,Destination,Thassos,'000947',770
DESTINATIONS,Destination,Golden Beach,'001301',771
DESTINATIONS,Destination,Limenaria,'001700',772
DESTINATIONS,Destination,Potos,'001701',773
DESTINATIONS,Destination,Skala Potamias,'001302',774
DESTINATIONS,Destination,Skala Rahoni,'001306',775
DESTINATIONS,Destination,Thassos Town,'000949',776
DESTINATIONS,Destination,Trypiti,'005946',777
DESTINATIONS,Destination,Samos,'000935',778
DESTINATIONS,Destination,Kambos,'001661',779
DESTINATIONS,Destination,Karlovasi,L50314,780
DESTINATIONS,Destination,Kokkari,'000936',781
DESTINATIONS,Destination,Mykali,'006526',782
DESTINATIONS,Destination,Pythagorion,'000937',783
DESTINATIONS,Destination,Samos Town,'000938',784
DESTINATIONS,Destination,Skopelos,'000134',785
DESTINATIONS,Destination,Skopelos Town,'000136',786
DESTINATIONS,Destination,Alonissos,'002171',788
DESTINATIONS,Destination,Marpunta,L50244,789
DESTINATIONS,Destination,Patitiri,'002172',790
DESTINATIONS,Destination,Parga,'000915',791
DESTINATIONS,Destination,Kastrosikia,L63622,792
DESTINATIONS,Destination,Parga Town,'000916',793
DESTINATIONS,Destination,Perdika,L56282,794
DESTINATIONS,Destination,Sivota,L69102,795
DESTINATIONS,Destination,Lichnos,'002195',796
DESTINATIONS,Destination,Patmos,L21005,798
DESTINATIONS,Destination,Peloponnese,'002189',799
DESTINATIONS,Destination,Messinia,'003211',800
DESTINATIONS,Destination,Costa Navarino,L45803,801
DESTINATIONS,Destination,Kalamata,L18509,802
DESTINATIONS,Destination,Kalo Nero,L45802,803
DESTINATIONS,Destination,Koroni,'003212',804
DESTINATIONS,Destination,Kyparissia,L68823,805
DESTINATIONS,Destination,Petalidi,'002192',806
DESTINATIONS,Destination,Kitries,'003240',807
DESTINATIONS,Destination,Piraeus (for Athens),'000666',808
DESTINATIONS,Destination,Preveza,L69422,809
DESTINATIONS,Destination,South Aegean Islands,L24960,810
DESTINATIONS,Destination,Kos,'000899',811
DESTINATIONS,Destination,Agios Fokas,'006246',812
DESTINATIONS,Destination,Helona Beach,'007426',813
DESTINATIONS,Destination,Kardamena,'000905',814
DESTINATIONS,Destination,Kefalos,'000906',815
DESTINATIONS,Destination,Kos Beach,L68025,816
DESTINATIONS,Destination,Kos Town,'000907',817
DESTINATIONS,Destination,Lambi,'006346',818
DESTINATIONS,Destination,Marmari,'001495',819
DESTINATIONS,Destination,Mastichari,'001015',820
DESTINATIONS,Destination,Psalidi,'000908',821
DESTINATIONS,Destination,Tingaki,'000909',822
DESTINATIONS,Destination,Rhodes,'000923',823
DESTINATIONS,Destination,Afandou,'001021',824
DESTINATIONS,Destination,Archangelos,L70503,825
DESTINATIONS,Destination,Faliraki,'000924',826
DESTINATIONS,Destination,Fanes,L63553,827
DESTINATIONS,Destination,Gennadi,'000925',828
DESTINATIONS,Destination,Ialyssos,'004451',829
DESTINATIONS,Destination,Ixia,'000926',830
DESTINATIONS,Destination,Ixia/Rhodes Town,L56522,831
DESTINATIONS,Destination,Kalathos,'001020',832
DESTINATIONS,Destination,Kalithea (Rhodes),'000927',833
DESTINATIONS,Destination,Kiotari,'001019',834
DESTINATIONS,Destination,Kolymbia,'000928',835
DESTINATIONS,Destination,Koskinou,'002149',836
DESTINATIONS,Destination,Kremasti,'002202',837
DESTINATIONS,Destination,Lachania,'008826',838
DESTINATIONS,Destination,Lardos,'000929',839
DESTINATIONS,Destination,Lindos,'000930',840
DESTINATIONS,Destination,Lindos/Kiotari,L56523,841
DESTINATIONS,Destination,Pastida,'002144',842
DESTINATIONS,Destination,Pefkos,'001284',843
DESTINATIONS,Destination,Plimmiri,'008586',844
DESTINATIONS,Destination,Rhodes Town,'000931',845
DESTINATIONS,Destination,Tholos,'000932',846
DESTINATIONS,Destination,Trianda,'000933',847
DESTINATIONS,Destination,Mykonos,'002165',848
DESTINATIONS,Destination,Agios Ioannis,'002725',849
DESTINATIONS,Destination,Agios Stefanos,'006866',850
DESTINATIONS,Destination,Ano Mera,L68510,851
DESTINATIONS,Destination,Elia,L65344,852
DESTINATIONS,Destination,Ftelia,L46044,853
DESTINATIONS,Destination,Kalafatis,L68487,854
DESTINATIONS,Destination,Kalo Livadi,'006547',855
DESTINATIONS,Destination,Mykonos Town,'002166',856
DESTINATIONS,Destination,Ornos,'002167',857
DESTINATIONS,Destination,Panormos,L63547,858
DESTINATIONS,Destination,Plati Yialos,'002168',859
DESTINATIONS,Destination,Psarou,'006549',860
DESTINATIONS,Destination,Tourlos,L39242,861
DESTINATIONS,Destination,Santorini,'000939',862
DESTINATIONS,Destination,Akrotiri,'006117',863
DESTINATIONS,Destination,Emporio,L68462,864
DESTINATIONS,Destination,Exomitis,L72102,865
DESTINATIONS,Destination,Firostefani,'003225',866
DESTINATIONS,Destination,Imerovigli,'002163',867
DESTINATIONS,Destination,Ios Island,L52707,868
DESTINATIONS,Destination,Kamari,'000940',869
DESTINATIONS,Destination,Karterados,L68508,870
DESTINATIONS,Destination,Koloumpos,L68506,871
DESTINATIONS,Destination,Megalocori,'003750',872
DESTINATIONS,Destination,Messaria,'007590',873
DESTINATIONS,Destination,Monolithos,'004449',874
DESTINATIONS,Destination,Oia,'003226',875
DESTINATIONS,Destination,Perissa,'001294',876
DESTINATIONS,Destination,Perivolos,'002164',877
DESTINATIONS,Destination,Pyrgos,'002892',878
DESTINATIONS,Destination,Thira,'004448',879
DESTINATIONS,Destination,Vlychada,L62842,880
DESTINATIONS,Destination,Vourvoulos,L68465,881
DESTINATIONS,Destination,Paros,'000917',882
DESTINATIONS,Destination,Thessaloniki,'001522',883
DESTINATIONS,Destination,Hungary,HUN,884
DESTINATIONS,Destination,Budapest,'000618',885
DESTINATIONS,Destination,Esztergom,L53306,886
DESTINATIONS,Destination,Kalocsa,L53305,887
DESTINATIONS,Destination,Mohacs,L53304,888
DESTINATIONS,Destination,Lake Balaton,L68982,889
DESTINATIONS,Destination,Balatonfüred,L68984,890
DESTINATIONS,Destination,Siófok,L68983,891
DESTINATIONS,Destination,Iceland,ISL,892
DESTINATIONS,Destination,Reykjavik,'000622',893
DESTINATIONS,Destination,Ireland,IRL,894
DESTINATIONS,Destination,Italy,ITA,895
DESTINATIONS,Destination,Ancona,L47110,896
DESTINATIONS,Destination,Assisi,'003293',897
DESTINATIONS,Destination,Bardonecchia,'001551',898
DESTINATIONS,Destination,Bergamo,L65803,899
DESTINATIONS,Destination,Bologna,'003454',900
DESTINATIONS,Destination,Brescia,L65804,901
DESTINATIONS,Destination,Calabria,'003413',902
DESTINATIONS,Destination,Capo Vaticano,'003416',903
DESTINATIONS,Destination,Parghelia,'003679',904
DESTINATIONS,Destination,Pizzo,'003415',905
DESTINATIONS,Destination,Zambrone,L50983,906
DESTINATIONS,Destination,Campania,L24958,907
DESTINATIONS,Destination,Amalfi Coast,'006446',908
DESTINATIONS,Destination,Amalfi,'000673',909
DESTINATIONS,Destination,Maiori,'000677',910
DESTINATIONS,Destination,Minori,'000674',911
DESTINATIONS,Destination,Positano,'001297',912
DESTINATIONS,Destination,Ravello,'001485',913
DESTINATIONS,Destination,Scala,'002413',914
DESTINATIONS,Destination,Praiano,'001298',915
DESTINATIONS,Destination,Vietri sul Mare,'004391',916
DESTINATIONS,Destination,Conca dei Marini,L49821,917
DESTINATIONS,Destination,Castellammare di Stabia,L44181,918
DESTINATIONS,Destination,Ischia,'001125',919
DESTINATIONS,Destination,Naples,L48664,920
DESTINATIONS,Destination,Sorrento Coast,L57282,921
DESTINATIONS,Destination,Sorrento,'000676',922
DESTINATIONS,Destination,SantAgnello,'001907',923
DESTINATIONS,Destination,Massa Lubrense,'001688',924
DESTINATIONS,Destination,Piano di Sorrento,'004176',925
DESTINATIONS,Destination,Meta di Sorrento,'002688',926
DESTINATIONS,Destination,Vico Equense,'006078',927
DESTINATIONS,Destination,Seiano,L51424,928
DESTINATIONS,Destination,SantAgata,'002352',929
DESTINATIONS,Destination,Sorrento/Amalfi Coast,L72043,930
DESTINATIONS,Destination,Cava de Tirreni,L70304,931
DESTINATIONS,Destination,Cavalese,'001271',932
DESTINATIONS,Destination,Cervinia,'000648',933
DESTINATIONS,Destination,Civitavecchia (for Rome),'000654',934
DESTINATIONS,Destination,Colfosco,L57828,935
DESTINATIONS,Destination,Cortina dAmpezzo,'001632',936
DESTINATIONS,Destination,Corvara,L57827,937
DESTINATIONS,Destination,Courmayeur,'000649',938
DESTINATIONS,Destination,Drei Zinnen,L54248,939
DESTINATIONS,Destination,Florence,'000653',940
DESTINATIONS,Destination,Folgaria,'004191',941
DESTINATIONS,Destination,Folgarida,'001473',942
DESTINATIONS,Destination,Gressoney,'001460',943
DESTINATIONS,Destination,Italian Riviera,'001595',944
DESTINATIONS,Destination,Genoa,'003438',945
DESTINATIONS,Destination,Chiavari,L70042,946
DESTINATIONS,Destination,Rapallo,'002877',947
DESTINATIONS,Destination,Santa Margherita Ligure,L70495,948
DESTINATIONS,Destination,Sestri Levante,'003748',949
DESTINATIONS,Destination,Kronplatz,L35821,950
DESTINATIONS,Destination,La Spezia (For Florence & Pisa),'002699',951
DESTINATIONS,Destination,La Thuile,'001366',952
DESTINATIONS,Destination,Lake Como,'000657',953
DESTINATIONS,Destination,Bellagio,'000658',954
DESTINATIONS,Destination,Como,L66102,955
DESTINATIONS,Destination,Lecco,L69862,956
DESTINATIONS,Destination,Menaggio,'001517',957
DESTINATIONS,Destination,Tremezzo,'001331',958
DESTINATIONS,Destination,Lake Garda,'000659',959
DESTINATIONS,Destination,Bardolino,'000660',960
DESTINATIONS,Destination,Desenzano,'001382',961
DESTINATIONS,Destination,Garda,'001122',962
DESTINATIONS,Destination,Castelnuovo (Gardaland),'005766',963
DESTINATIONS,Destination,Gardone Riviera,'001232',964
DESTINATIONS,Destination,Lazise,'002783',965
DESTINATIONS,Destination,Limone,'000661',966
DESTINATIONS,Destination,Maderno,'002404',967
DESTINATIONS,Destination,Malcesine,'000662',968
DESTINATIONS,Destination,Peschiera,'003730',969
DESTINATIONS,Destination,Riva,'000663',970
DESTINATIONS,Destination,Salò,'001432',971
DESTINATIONS,Destination,Sirmione,'001332',972
DESTINATIONS,Destination,Torbole,'001919',973
DESTINATIONS,Destination,Lake Levico,L66522,974
DESTINATIONS,Destination,Lake Maggiore,'000667',975
DESTINATIONS,Destination,Stresa,'000670',976
DESTINATIONS,Destination,Arona,L64262,977
DESTINATIONS,Destination,Meina,'004118',978
DESTINATIONS,Destination,Pallanza,'000669',979
DESTINATIONS,Destination,Lake Molveno,L60888,980
DESTINATIONS,Destination,Molveno,'001918',981
DESTINATIONS,Destination,Lake Orta,L66784,982
DESTINATIONS,Destination,Livigno,'000650',983
DESTINATIONS,Destination,Livorno (for Florence and Pisa),CMS095,984
DESTINATIONS,Destination,Madonna di Campiglio,'001456',985
DESTINATIONS,Destination,Marina di Carrara (for Florence and Pisa),'005186',986
DESTINATIONS,Destination,Milan,'001655',987
DESTINATIONS,Destination,Naples (for Pompeii & Capri),'001629',988
DESTINATIONS,Destination,Ortisei,L23581,989
DESTINATIONS,Destination,Passo Tonale,'001470',990
DESTINATIONS,Destination,Perugia,'003295',991
DESTINATIONS,Destination,Pila,'002482',992
DESTINATIONS,Destination,Pinzolo,L65003,993
DESTINATIONS,Destination,Piombino (for Siena and Pisa),L44068,994
DESTINATIONS,Destination,Puglia,'002891',995
DESTINATIONS,Destination,Bari,L34766,996
DESTINATIONS,Destination,Brindisi,'002868',997
DESTINATIONS,Destination,Carovigno,L50315,998
DESTINATIONS,Destination,Castelleneta Marina,L64305,999
DESTINATIONS,Destination,Gallipoli,L46904,1000
DESTINATIONS,Destination,Lecce,'003248',1001
DESTINATIONS,Destination,Margherita di Savoia,L71983,1002
DESTINATIONS,Destination,Marina di Ugento,'008927',1003
DESTINATIONS,Destination,Monopoli,'003249',1004
DESTINATIONS,Destination,Ostuni,'003250',1005
DESTINATIONS,Destination,Otranto,'003419',1006
DESTINATIONS,Destination,Polignano a Mare,L62244,1007
DESTINATIONS,Destination,Santa Maria Al Bagno,L46903,1008
DESTINATIONS,Destination,Santa Maria di Leuca,L46901,1009
DESTINATIONS,Destination,Selva di Fasano,'003579',1010
DESTINATIONS,Destination,Vernole,L46883,1011
DESTINATIONS,Destination,Ravenna (For Bologna),L55163,1012
DESTINATIONS,Destination,Rimini,'001128',1013
DESTINATIONS,Destination,Rome,L47461,1014
DESTINATIONS,Destination,Salerno (for Pompeii and Amalfi Coast),'004390',1015
DESTINATIONS,Destination,San Martino di Castrozza,L61802,1016
DESTINATIONS,Destination,Sanremo,'005741',1017
DESTINATIONS,Destination,Sansicario,'003974',1018
DESTINATIONS,Destination,Santa Cristina Val Gardena,'002412',1019
DESTINATIONS,Destination,Sardinia,'000678',1020
DESTINATIONS,Destination,Alghero Area,L44162,1021
DESTINATIONS,Destination,Alghero,'000679',1022
DESTINATIONS,Destination,Porto Torres,L47107,1023
DESTINATIONS,Destination,Olbia Area,L44161,1024
DESTINATIONS,Destination,Baia Sardinia,'003253',1025
DESTINATIONS,Destination,Budoni,'006082',1026
DESTINATIONS,Destination,Cannigione,'003256',1027
DESTINATIONS,Destination,Golfo Aranci,L63762,1028
DESTINATIONS,Destination,Matta e Peru,L46322,1029
DESTINATIONS,Destination,Olbia,'002844',1030
DESTINATIONS,Destination,Orosei,L71184,1031
DESTINATIONS,Destination,Palau,'003432',1032
DESTINATIONS,Destination,Porto Cervo,'002875',1033
DESTINATIONS,Destination,Porto Rotondo,'006085',1034
DESTINATIONS,Destination,San Pantaleo,'003260',1035
DESTINATIONS,Destination,San Teodoro,L46307,1036
DESTINATIONS,Destination,Sant Antonio Di Gallura,'005786',1037
DESTINATIONS,Destination,Santa Teresa Gallura,'006091',1038
DESTINATIONS,Destination,Cagliari Area,L63023,1039
DESTINATIONS,Destination,Arbatax,'003251',1040
DESTINATIONS,Destination,Cagliari,'003683',1041
DESTINATIONS,Destination,Chia,'003582',1042
DESTINATIONS,Destination,Santa Margherita di Pula,'003261',1043
DESTINATIONS,Destination,Villasimius,'003262',1044
DESTINATIONS,Destination,Pula (Sardinia),'003797',1045
DESTINATIONS,Destination,Sauze dOulx,'000651',1046
DESTINATIONS,Destination,Savona (for Genoa and Turin),L47103,1047
DESTINATIONS,Destination,Selva Val Gardena,'001431',1048
DESTINATIONS,Destination,Sestriere,'001461',1049
DESTINATIONS,Destination,Sicily,'000681',1050
DESTINATIONS,Destination,Acireale,'006093',1051
DESTINATIONS,Destination,Alcamo,'006094',1052
DESTINATIONS,Destination,Avola,L59822,1053
DESTINATIONS,Destination,Brucoli,'006095',1054
DESTINATIONS,Destination,Campofelice di Roccella,'007806',1055
DESTINATIONS,Destination,Castellammare del Golfo,'003263',1056
DESTINATIONS,Destination,Castelmola,'003766',1057
DESTINATIONS,Destination,Catania,'006099',1058
DESTINATIONS,Destination,Catania (for Mount Etna & Taormina),L70997,1059
DESTINATIONS,Destination,Cefalu,'002681',1060
DESTINATIONS,Destination,Citta Del Mare,L68022,1061
DESTINATIONS,Destination,East Coast,L71303,1062
DESTINATIONS,Destination,Forza DAgro,'002714',1063
DESTINATIONS,Destination,Gaggi,L61028,1064
DESTINATIONS,Destination,Giardini Naxos,'000682',1065
DESTINATIONS,Destination,Giarre,L62223,1066
DESTINATIONS,Destination,Letojanni,'000683',1067
DESTINATIONS,Destination,Marina di Ragusa,'006102',1068
DESTINATIONS,Destination,Mazara del Vallo,'004141',1069
DESTINATIONS,Destination,Mazzeo,L71373,1070
DESTINATIONS,Destination,Messina (for Mount Etna),'002627',1071
DESTINATIONS,Destination,Modica,'006104',1072
DESTINATIONS,Destination,North Coast,L71302,1073
DESTINATIONS,Destination,Noto,'003467',1074
DESTINATIONS,Destination,Palermo,'002691',1075
DESTINATIONS,Destination,Pozzallo,L56062,1076
DESTINATIONS,Destination,Sampieri,L69502,1077
DESTINATIONS,Destination,Santa Venerina,'004380',1078
DESTINATIONS,Destination,Siracusa,'003270',1079
DESTINATIONS,Destination,Taormina,'000686',1080
DESTINATIONS,Destination,Taormina Mare,'002710',1081
DESTINATIONS,Destination,Trapani,'003588',1082
DESTINATIONS,Destination,Villafranca Tirrena,'006110',1083
DESTINATIONS,Destination,Trieste,'002635',1084
DESTINATIONS,Destination,Turin,'003455',1085
DESTINATIONS,Destination,Tuscany,'002230',1086
DESTINATIONS,Destination,Arezzo,'003013',1087
DESTINATIONS,Destination,Lido di Camaiore,'000690',1088
DESTINATIONS,Destination,Marina di Pietrasanta,'002716',1089
DESTINATIONS,Destination,Pisa,'003597',1090
DESTINATIONS,Destination,Tirrenia,'003780',1091
DESTINATIONS,Destination,Viareggio,'000693',1092
